Date,Product,Value
2015-08-28,Distillate Fuel Oil,149951
2015-08-28,Motor Gasoline,214163
2015-09-04,Crude Oil,1950933
2015-09-04,Distillate Fuel Oil,150903
2015-09-04,Motor Gasoline,214547
2015-09-11,Crude Oil,1959378
2015-09-11,Distillate Fuel Oil,153963
2015-09-11,Motor Gasoline,217387
2015-09-18,Crude Oil,1956348
2015-09-18,Distillate Fuel Oil,151875
2015-09-18,Motor Gasoline,218756
2015-09-25,Crude Oil,1959836
2015-09-25,Distillate Fuel Oil,151608
2015-09-25,Motor Gasoline,222010
2015-10-02,Crude Oil,1962368
2015-10-02,Distillate Fuel Oil,149150
2015-10-02,Motor Gasoline,223920
2015-10-09,Crude Oil,1965728
2015-10-09,Distillate Fuel Oil,147630
2015-10-09,Motor Gasoline,221302
2015-10-16,Crude Oil,1967191
2015-10-16,Distillate Fuel Oil,145008
2015-10-16,Motor Gasoline,219784
2015-10-23,Crude Oil,1963787
2015-10-23,Distillate Fuel Oil,142057
2015-10-23,Motor Gasoline,218647
2015-10-30,Crude Oil,1961884
2015-10-30,Distillate Fuel Oil,140757
2015-10-30,Motor Gasoline,215347
2015-11-06,Crude Oil,1964247
2015-11-06,Distillate Fuel Oil,141109
2015-11-06,Motor Gasoline,213245
2015-11-13,Crude Oil,1964487
2015-11-13,Distillate Fuel Oil,140318
2015-11-13,Motor Gasoline,214254
2015-11-20,Crude Oil,1966831
2015-11-20,Distillate Fuel Oil,141364
2015-11-20,Motor Gasoline,216732
2015-11-27,Crude Oil,1968966
2015-11-27,Distillate Fuel Oil,144415
2015-11-27,Motor Gasoline,216867
2015-12-04,Crude Oil,1965399
2015-12-04,Distillate Fuel Oil,149413
2015-12-04,Motor Gasoline,217653
2015-12-11,Crude Oil,1970217
2015-12-11,Distillate Fuel Oil,151976
2015-12-11,Motor Gasoline,219384
2015-12-18,Crude Oil,1965058
2015-12-18,Distillate Fuel Oil,151315
2015-12-18,Motor Gasoline,220495
2015-12-25,Crude Oil,1964893
2015-12-25,Distillate Fuel Oil,153110
2015-12-25,Motor Gasoline,221420
2016-01-01,Crude Oil,1973171
2016-01-01,Distillate Fuel Oil,159418
2016-01-01,Motor Gasoline,231996
2016-01-08,Crude Oil,1983197
2016-01-08,Distillate Fuel Oil,165554
2016-01-08,Motor Gasoline,240434
2016-01-15,Crude Oil,1989726
2016-01-15,Distillate Fuel Oil,164529
2016-01-15,Motor Gasoline,244997
2016-01-22,Crude Oil,1988629
2016-01-22,Distillate Fuel Oil,160472
2016-01-22,Motor Gasoline,248461
2016-01-29,Crude Oil,1998211
2016-01-29,Distillate Fuel Oil,159695
2016-01-29,Motor Gasoline,254399
2016-02-05,Crude Oil,1998634
2016-02-05,Distillate Fuel Oil,160976
2016-02-05,Motor Gasoline,255657
2016-02-12,Crude Oil,2002194
2016-02-12,Distillate Fuel Oil,162375
2016-02-12,Motor Gasoline,258693
2016-02-19,Crude Oil,1997133
2016-02-19,Distillate Fuel Oil,160715
2016-02-19,Motor Gasoline,256457
2016-02-26,Crude Oil,2007255
2016-02-26,Distillate Fuel Oil,163597
2016-02-26,Motor Gasoline,254989
2016-03-04,Crude Oil,2006862
2016-03-04,Distillate Fuel Oil,162478
2016-03-04,Motor Gasoline,250463
2016-03-11,Crude Oil,2008491
2016-03-11,Distillate Fuel Oil,161343
2016-03-11,Motor Gasoline,249716
2016-03-18,Crude Oil,2015323
2016-03-18,Distillate Fuel Oil,162260
2016-03-18,Motor Gasoline,245074
2016-03-25,Crude Oil,2016686
2016-03-25,Distillate Fuel Oil,161185
2016-03-25,Motor Gasoline,242560
2016-04-01,Crude Oil,2017130
2016-04-01,Distillate Fuel Oil,162984
2016-04-01,Motor Gasoline,243998
2016-04-08,Crude Oil,2023823
2016-04-08,Distillate Fuel Oil,163489
2016-04-08,Motor Gasoline,239761
2016-04-15,Crude Oil,2023415
2016-04-15,Distillate Fuel Oil,159935
2016-04-15,Motor Gasoline,239651
2016-04-22,Crude Oil,2028801
2016-04-22,Distillate Fuel Oil,158240
2016-04-22,Motor Gasoline,241259
2016-04-29,Crude Oil,2030958
2016-04-29,Distillate Fuel Oil,156979
2016-04-29,Motor Gasoline,241795
2016-05-06,Crude Oil,2029132
2016-05-06,Distillate Fuel Oil,155332
2016-05-06,Motor Gasoline,240564
2016-05-13,Crude Oil,2028360
2016-05-13,Distillate Fuel Oil,152162
2016-05-13,Motor Gasoline,238068
2016-05-20,Crude Oil,2027485
2016-05-20,Distillate Fuel Oil,150878
2016-05-20,Motor Gasoline,240111
2016-05-27,Crude Oil,2024853
2016-05-27,Distillate Fuel Oil,149623
2016-05-27,Motor Gasoline,238619
2016-06-03,Crude Oil,2029183
2016-06-03,Distillate Fuel Oil,151377
2016-06-03,Motor Gasoline,239629
2016-06-10,Crude Oil,2028740
2016-06-10,Distillate Fuel Oil,152163
2016-06-10,Motor Gasoline,237004
2016-06-17,Crude Oil,2034200
2016-06-17,Distillate Fuel Oil,152314
2016-06-17,Motor Gasoline,237631
2016-06-24,Crude Oil,2033037
2016-06-24,Distillate Fuel Oil,150513
2016-06-24,Motor Gasoline,238998
2016-07-01,Crude Oil,2036373
2016-07-01,Distillate Fuel Oil,148939
2016-07-01,Motor Gasoline,238876
2016-07-08,Crude Oil,2043569
2016-07-08,Distillate Fuel Oil,152997
2016-07-08,Motor Gasoline,240089
2016-07-15,Crude Oil,2046272
2016-07-15,Distillate Fuel Oil,152783
2016-07-15,Motor Gasoline,241000
2016-07-22,Crude Oil,2049189
2016-07-22,Distillate Fuel Oil,152003
2016-07-22,Motor Gasoline,241452
2016-07-29,Crude Oil,2051400
2016-07-29,Distillate Fuel Oil,153155
2016-07-29,Motor Gasoline,238190
2016-08-05,Crude Oil,2054101
2016-08-05,Distillate Fuel Oil,151196
2016-08-05,Motor Gasoline,235383
2016-08-12,Crude Oil,2055744
2016-08-12,Distillate Fuel Oil,153135
2016-08-12,Motor Gasoline,232659
2016-08-19,Crude Oil,2062442
2016-08-19,Distillate Fuel Oil,153257
2016-08-19,Motor Gasoline,232695
2016-08-26,Crude Oil,2066939
2016-08-26,Distillate Fuel Oil,154753
2016-08-26,Motor Gasoline,232004
2016-09-02,Crude Oil,2053076
2016-09-02,Distillate Fuel Oil,158135
2016-09-02,Motor Gasoline,227793
2016-09-09,Crude Oil,2059040
2016-09-09,Distillate Fuel Oil,162754
2016-09-09,Motor Gasoline,228360
2016-09-16,Crude Oil,2052972
2016-09-16,Distillate Fuel Oil,164992
2016-09-16,Motor Gasoline,225156
2016-09-23,Crude Oil,2052596
2016-09-23,Distillate Fuel Oil,163077
2016-09-23,Motor Gasoline,227183
2016-09-30,Crude Oil,2010784
2016-09-30,Distillate Fuel Oil,160718
2016-09-30,Motor Gasoline,227405
2016-10-07,Crude Oil,2036318
2016-10-07,Distillate Fuel Oil,156972
2016-10-07,Motor Gasoline,225498
2016-10-14,Crude Oil,2032496
2016-10-14,Distillate Fuel Oil,155732
2016-10-14,Motor Gasoline,227967
2016-10-21,Crude Oil,2023346
2016-10-21,Distillate Fuel Oil,152378
2016-10-21,Motor Gasoline,226011
2016-10-28,Crude Oil,2032109
2016-10-28,Distillate Fuel Oil,150550
2016-10-28,Motor Gasoline,223804
2016-11-04,Crude Oil,2025194
2016-11-04,Distillate Fuel Oil,148602
2016-11-04,Motor Gasoline,220963
2016-11-11,Crude Oil,2032087
2016-11-11,Distillate Fuel Oil,148912
2016-11-11,Motor Gasoline,221709
2016-11-18,Crude Oil,2031786
2016-11-18,Distillate Fuel Oil,149239
2016-11-18,Motor Gasoline,224026
2016-11-25,Crude Oil,2031843
2016-11-25,Distillate Fuel Oil,154196
2016-11-25,Motor Gasoline,226123
2016-12-02,Crude Oil,2033202
2016-12-02,Distillate Fuel Oil,156697
2016-12-02,Motor Gasoline,229548
2016-12-09,Crude Oil,2031086
2016-12-09,Distillate Fuel Oil,155935
2016-12-09,Motor Gasoline,230045
2016-12-16,Crude Oil,2019205
2016-12-16,Distillate Fuel Oil,153515
2016-12-16,Motor Gasoline,228736
2016-12-23,Crude Oil,2006115
2016-12-23,Distillate Fuel Oil,151634
2016-12-23,Motor Gasoline,227143
2016-12-30,Crude Oil,2012342
2016-12-30,Distillate Fuel Oil,161685
2016-12-30,Motor Gasoline,235450
2017-01-06,Crude Oil,2025973
2017-01-06,Distillate Fuel Oil,170041
2017-01-06,Motor Gasoline,240473
2017-01-13,Crude Oil,2024189
2017-01-13,Distillate Fuel Oil,169073
2017-01-13,Motor Gasoline,246424
2017-01-20,Crude Oil,2033150
2017-01-20,Distillate Fuel Oil,169149
2017-01-20,Motor Gasoline,253220
2017-01-27,Crude Oil,2038712
2017-01-27,Distillate Fuel Oil,170717
2017-01-27,Motor Gasoline,257086
2017-02-03,Crude Oil,2040418
2017-02-03,Distillate Fuel Oil,170746
2017-02-03,Motor Gasoline,256217
2017-02-10,Crude Oil,2051885
2017-02-10,Distillate Fuel Oil,170057
2017-02-10,Motor Gasoline,259063
2017-02-17,Crude Oil,2041138
2017-02-17,Distillate Fuel Oil,165133
2017-02-17,Motor Gasoline,256435
2017-02-24,Crude Oil,2041770
2017-02-24,Distillate Fuel Oil,164208
2017-02-24,Motor Gasoline,255889
2017-03-03,Crude Oil,2039279
2017-03-03,Distillate Fuel Oil,161532
2017-03-03,Motor Gasoline,249334
2017-03-10,Crude Oil,2030556
2017-03-10,Distillate Fuel Oil,157303
2017-03-10,Motor Gasoline,246279
2017-03-17,Crude Oil,2031260
2017-03-17,Distillate Fuel Oil,155393
2017-03-17,Motor Gasoline,243468
2017-03-24,Crude Oil,2026546
2017-03-24,Distillate Fuel Oil,152910
2017-03-24,Motor Gasoline,239721
2017-03-31,Crude Oil,2027112
2017-03-31,Distillate Fuel Oil,152374
2017-03-31,Motor Gasoline,239103
2017-04-07,Crude Oil,2021860
2017-04-07,Distillate Fuel Oil,150221
2017-04-07,Motor Gasoline,236130
2017-04-14,Crude Oil,2019859
2017-04-14,Distillate Fuel Oil,148266
2017-04-14,Motor Gasoline,237672
2017-04-21,Crude Oil,2025813
2017-04-21,Distillate Fuel Oil,150917
2017-04-21,Motor Gasoline,241041
2017-04-28,Crude Oil,2025370
2017-04-28,Distillate Fuel Oil,150355
2017-04-28,Motor Gasoline,241232
2017-05-05,Crude Oil,2021073
2017-05-05,Distillate Fuel Oil,148768
2017-05-05,Motor Gasoline,241082
2017-05-12,Crude Oil,2024603
2017-05-12,Distillate Fuel Oil,146824
2017-05-12,Motor Gasoline,240669
2017-05-19,Crude Oil,2020760
2017-05-19,Distillate Fuel Oil,146339
2017-05-19,Motor Gasoline,239882
2017-05-26,Crude Oil,2014636
2017-05-26,Distillate Fuel Oil,146733
2017-05-26,Motor Gasoline,237024
2017-06-02,Crude Oil,2028690
2017-06-02,Distillate Fuel Oil,151088
2017-06-02,Motor Gasoline,240348
2017-06-09,Crude Oil,2035093
2017-06-09,Distillate Fuel Oil,151416
2017-06-09,Motor Gasoline,242444
2017-06-16,Crude Oil,2032387
2017-06-16,Distillate Fuel Oil,152495
2017-06-16,Motor Gasoline,241866
2017-06-23,Crude Oil,2031819
2017-06-23,Distillate Fuel Oil,152272
2017-06-23,Motor Gasoline,240972
2017-06-30,Crude Oil,2017931
2017-06-30,Distillate Fuel Oil,150422
2017-06-30,Motor Gasoline,237303
2017-07-07,Crude Oil,2010974
2017-07-07,Distillate Fuel Oil,153553
2017-07-07,Motor Gasoline,235656
2017-07-14,Crude Oil,2000699
2017-07-14,Distillate Fuel Oil,151416
2017-07-14,Motor Gasoline,231211
2017-07-21,Crude Oil,1991551
2017-07-21,Distillate Fuel Oil,149564
2017-07-21,Motor Gasoline,230196
2017-07-28,Crude Oil,1992441
2017-07-28,Distillate Fuel Oil,149414
2017-07-28,Motor Gasoline,227679
2017-08-04,Crude Oil,1987715
2017-08-04,Distillate Fuel Oil,147685
2017-08-04,Motor Gasoline,231103
2017-08-11,Crude Oil,1980549
2017-08-11,Distillate Fuel Oil,148387
2017-08-11,Motor Gasoline,231125
2017-08-18,Crude Oil,1980549
2017-08-18,Distillate Fuel Oil,148415
2017-08-18,Motor Gasoline,229902
2017-08-25,Crude Oil,1979414
2017-08-25,Distillate Fuel Oil,149163
2017-08-25,Motor Gasoline,229937
2017-09-01,Crude Oil,1985589
2017-09-01,Distillate Fuel Oil,147767
2017-09-01,Motor Gasoline,226738
2017-09-08,Crude Oil,1985793
2017-09-08,Distillate Fuel Oil,144552
2017-09-08,Motor Gasoline,218310
2017-09-15,Crude Oil,1977820
2017-09-15,Distillate Fuel Oil,138859
2017-09-15,Motor Gasoline,216185
2017-09-22,Crude Oil,1972014
2017-09-22,Distillate Fuel Oil,138045
2017-09-22,Motor Gasoline,217292
2017-09-29,Crude Oil,1964757
2017-09-29,Distillate Fuel Oil,135439
2017-09-29,Motor Gasoline,218936
2017-10-06,Crude Oil,1962157
2017-10-06,Distillate Fuel Oil,133959
2017-10-06,Motor Gasoline,221426
2017-10-13,Crude Oil,1952868
2017-10-13,Distillate Fuel Oil,134487
2017-10-13,Motor Gasoline,222334
2017-10-20,Crude Oil,1940557
2017-10-20,Distillate Fuel Oil,129241
2017-10-20,Motor Gasoline,216869
2017-10-27,Crude Oil,1934126
2017-10-27,Distillate Fuel Oil,128921
2017-10-27,Motor Gasoline,212849
2017-11-03,Crude Oil,1924342
2017-11-03,Distillate Fuel Oil,125562
2017-11-03,Motor Gasoline,209537
2017-11-10,Crude Oil,1926344
2017-11-10,Distillate Fuel Oil,124763
2017-11-10,Motor Gasoline,210431
2017-11-17,Crude Oil,1924595
2017-11-17,Distillate Fuel Oil,125032
2017-11-17,Motor Gasoline,210475
2017-11-24,Crude Oil,1914692
2017-11-24,Distillate Fuel Oil,127779
2017-11-24,Motor Gasoline,214102
2017-12-01,Crude Oil,1909701
2017-12-01,Distillate Fuel Oil,129446
2017-12-01,Motor Gasoline,220882
2017-12-08,Crude Oil,1907485
2017-12-08,Distillate Fuel Oil,128076
2017-12-08,Motor Gasoline,226546
2017-12-15,Crude Oil,1893603
2017-12-15,Distillate Fuel Oil,128845
2017-12-15,Motor Gasoline,227783
2017-12-22,Crude Oil,1884793
2017-12-22,Distillate Fuel Oil,129935
2017-12-22,Motor Gasoline,228374
2017-12-29,Crude Oil,1886485
2017-12-29,Distillate Fuel Oil,138834
2017-12-29,Motor Gasoline,233187
2018-01-05,Crude Oil,1881036
2018-01-05,Distillate Fuel Oil,143088
2018-01-05,Motor Gasoline,237322
2018-01-12,Crude Oil,1867706
2018-01-12,Distillate Fuel Oil,139201
2018-01-12,Motor Gasoline,240942
2018-01-19,Crude Oil,1864830
2018-01-19,Distillate Fuel Oil,139840
2018-01-19,Motor Gasoline,244040
2018-01-26,Crude Oil,1866828
2018-01-26,Distillate Fuel Oil,137900
2018-01-26,Motor Gasoline,242060
2018-02-02,Crude Oil,1871641
2018-02-02,Distillate Fuel Oil,141826
2018-02-02,Motor Gasoline,245474
2018-02-09,Crude Oil,1869161
2018-02-09,Distillate Fuel Oil,141367
2018-02-09,Motor Gasoline,249073
2018-02-16,Crude Oil,1860495
2018-02-16,Distillate Fuel Oil,138945
2018-02-16,Motor Gasoline,249334
2018-02-23,Crude Oil,1864540
2018-02-23,Distillate Fuel Oil,137985
2018-02-23,Motor Gasoline,251817
2018-03-02,Crude Oil,1864792
2018-03-02,Distillate Fuel Oil,137426
2018-03-02,Motor Gasoline,251029
2018-03-09,Crude Oil,1860159
2018-03-09,Distillate Fuel Oil,133066
2018-03-09,Motor Gasoline,244758
2018-03-16,Crude Oil,1853535
2018-03-16,Distillate Fuel Oil,131044
2018-03-16,Motor Gasoline,243065
2018-03-23,Crude Oil,1852047
2018-03-23,Distillate Fuel Oil,128954
2018-03-23,Motor Gasoline,239593
2018-03-30,Crude Oil,1848203
2018-03-30,Distillate Fuel Oil,129491
2018-03-30,Motor Gasoline,238477
2018-04-06,Crude Oil,1854212
2018-04-06,Distillate Fuel Oil,128447
2018-04-06,Motor Gasoline,238935
2018-04-13,Crude Oil,1843815
2018-04-13,Distillate Fuel Oil,125340
2018-04-13,Motor Gasoline,235967
2018-04-20,Crude Oil,1844307
2018-04-20,Distillate Fuel Oil,122729
2018-04-20,Motor Gasoline,236807
2018-04-27,Crude Oil,1849221
2018-04-27,Distillate Fuel Oil,118829
2018-04-27,Motor Gasoline,237978
2018-05-04,Crude Oil,1846800
2018-05-04,Distillate Fuel Oil,115038
2018-05-04,Motor Gasoline,235804
2018-05-11,Crude Oil,1844652
2018-05-11,Distillate Fuel Oil,114946
2018-05-11,Motor Gasoline,232014
2018-05-18,Crude Oil,1850807
2018-05-18,Distillate Fuel Oil,113995
2018-05-18,Motor Gasoline,233897
2018-05-25,Crude Oil,1851806
2018-05-25,Distillate Fuel Oil,114629
2018-05-25,Motor Gasoline,234431
2018-06-01,Crude Oil,1866968
2018-06-01,Distillate Fuel Oil,116794
2018-06-01,Motor Gasoline,239034
2018-06-08,Crude Oil,1865266
2018-06-08,Distillate Fuel Oil,114693
2018-06-08,Motor Gasoline,236763
2018-06-15,Crude Oil,1865481
2018-06-15,Distillate Fuel Oil,117408
2018-06-15,Motor Gasoline,240040
2018-06-22,Crude Oil,1861080
2018-06-22,Distillate Fuel Oil,117423
2018-06-22,Motor Gasoline,241196
2018-06-29,Crude Oil,1864596
2018-06-29,Distillate Fuel Oil,117557
2018-06-29,Motor Gasoline,239691
2018-07-06,Crude Oil,1857398
2018-07-06,Distillate Fuel Oil,121682
2018-07-06,Motor Gasoline,238997
2018-07-13,Crude Oil,1863218
2018-07-13,Distillate Fuel Oil,121311
2018-07-13,Motor Gasoline,235832
2018-07-20,Crude Oil,1853305
2018-07-20,Distillate Fuel Oil,121210
2018-07-20,Motor Gasoline,233504
2018-07-27,Crude Oil,1863839
2018-07-27,Distillate Fuel Oil,124193
2018-07-27,Motor Gasoline,230968
2018-08-03,Crude Oil,1867028
2018-08-03,Distillate Fuel Oil,125423
2018-08-03,Motor Gasoline,233868
2018-08-10,Crude Oil,1884362
2018-08-10,Distillate Fuel Oil,128989
2018-08-10,Motor Gasoline,233128
2018-08-17,Crude Oil,1881676
2018-08-17,Distillate Fuel Oil,130838
2018-08-17,Motor Gasoline,234328
2018-08-24,Crude Oil,1879910
2018-08-24,Distillate Fuel Oil,130001
2018-08-24,Motor Gasoline,232774
2018-08-31,Crude Oil,1883790
2018-08-31,Distillate Fuel Oil,133120
2018-08-31,Motor Gasoline,234619
2018-09-07,Crude Oil,1893924
2018-09-07,Distillate Fuel Oil,139283
2018-09-07,Motor Gasoline,235869
2018-09-14,Crude Oil,1894528
2018-09-14,Distillate Fuel Oil,140122
2018-09-14,Motor Gasoline,234150
2018-09-21,Crude Oil,1898965
2018-09-21,Distillate Fuel Oil,137881
2018-09-21,Motor Gasoline,235680
2018-09-28,Crude Oil,1906595
2018-09-28,Distillate Fuel Oil,136131
2018-09-28,Motor Gasoline,235221
2018-10-05,Crude Oil,1916662
2018-10-05,Distillate Fuel Oil,133465
2018-10-05,Motor Gasoline,236172
2018-10-12,Crude Oil,1918213
2018-10-12,Distillate Fuel Oil,132638
2018-10-12,Motor Gasoline,234156
2018-10-19,Crude Oil,1908675
2018-10-19,Distillate Fuel Oil,130376
2018-10-19,Motor Gasoline,229330
2018-10-26,Crude Oil,1900307
2018-10-26,Distillate Fuel Oil,126322
2018-10-26,Motor Gasoline,226169
2018-11-02,Crude Oil,1904400
2018-11-02,Distillate Fuel Oil,122857
2018-11-02,Motor Gasoline,228021
2018-11-09,Crude Oil,1901387
2018-11-09,Distillate Fuel Oil,119268
2018-11-09,Motor Gasoline,226610
2018-11-16,Crude Oil,1900798
2018-11-16,Distillate Fuel Oil,119191
2018-11-16,Motor Gasoline,225315
2018-11-23,Crude Oil,1900684
2018-11-23,Distillate Fuel Oil,121801
2018-11-23,Motor Gasoline,224551
2018-11-30,Crude Oil,1890999
2018-11-30,Distillate Fuel Oil,125612
2018-11-30,Motor Gasoline,226250
2018-12-07,Crude Oil,1885032
2018-12-07,Distillate Fuel Oil,124137
2018-12-07,Motor Gasoline,228337
2018-12-14,Crude Oil,1874063
2018-12-14,Distillate Fuel Oil,119900
2018-12-14,Motor Gasoline,230103
2018-12-21,Crude Oil,1871863
2018-12-21,Distillate Fuel Oil,119902
2018-12-21,Motor Gasoline,233106
2018-12-28,Crude Oil,1886223
2018-12-28,Distillate Fuel Oil,129431
2018-12-28,Motor Gasoline,239996
2019-01-04,Crude Oil,1899466
2019-01-04,Distillate Fuel Oil,140042
2019-01-04,Motor Gasoline,248062
2019-01-11,Crude Oil,1904101
2019-01-11,Distillate Fuel Oil,143009
2019-01-11,Motor Gasoline,255565
2019-01-18,Crude Oil,1910558
2019-01-18,Distillate Fuel Oil,142392
2019-01-18,Motor Gasoline,259615
2019-01-25,Crude Oil,1905639
2019-01-25,Distillate Fuel Oil,141270
2019-01-25,Motor Gasoline,257380
2019-02-01,Crude Oil,1902367
2019-02-01,Distillate Fuel Oil,139013
2019-02-01,Motor Gasoline,257893
2019-02-08,Crude Oil,1908515
2019-02-08,Distillate Fuel Oil,140200
2019-02-08,Motor Gasoline,258301
2019-02-15,Crude Oil,1905706
2019-02-15,Distillate Fuel Oil,138683
2019-02-15,Motor Gasoline,256847
2019-02-22,Crude Oil,1887669
2019-02-22,Distillate Fuel Oil,138379
2019-02-22,Motor Gasoline,254941
2019-03-01,Crude Oil,1887233
2019-03-01,Distillate Fuel Oil,135986
2019-03-01,Motor Gasoline,250714
2019-03-08,Crude Oil,1877265
2019-03-08,Distillate Fuel Oil,136369
2019-03-08,Motor Gasoline,246090
2019-03-15,Crude Oil,1864772
2019-03-15,Distillate Fuel Oil,132242
2019-03-15,Motor Gasoline,241503
2019-03-22,Crude Oil,1864965
2019-03-22,Distillate Fuel Oil,130167
2019-03-22,Motor Gasoline,238620
2019-03-29,Crude Oil,1871965
2019-03-29,Distillate Fuel Oil,128169
2019-03-29,Motor Gasoline,236839
2019-04-05,Crude Oil,1876163
2019-04-05,Distillate Fuel Oil,128053
2019-04-05,Motor Gasoline,229129
2019-04-12,Crude Oil,1878722
2019-04-12,Distillate Fuel Oil,127691
2019-04-12,Motor Gasoline,227955
2019-04-19,Crude Oil,1887742
2019-04-19,Distillate Fuel Oil,127029
2019-04-19,Motor Gasoline,225826
2019-04-26,Crude Oil,1900246
2019-04-26,Distillate Fuel Oil,125722
2019-04-26,Motor Gasoline,226743
2019-05-03,Crude Oil,1897584
2019-05-03,Distillate Fuel Oil,125563
2019-05-03,Motor Gasoline,226147
2019-05-10,Crude Oil,1910620
2019-05-10,Distillate Fuel Oil,125647
2019-05-10,Motor Gasoline,225024
2019-05-17,Crude Oil,1926356
2019-05-17,Distillate Fuel Oil,126415
2019-05-17,Motor Gasoline,228740
2019-05-24,Crude Oil,1925061
2019-05-24,Distillate Fuel Oil,124800
2019-05-24,Motor Gasoline,230944
2019-05-31,Crude Oil,1947861
2019-05-31,Distillate Fuel Oil,129372
2019-05-31,Motor Gasoline,234149
2019-06-07,Crude Oil,1957132
2019-06-07,Distillate Fuel Oil,128372
2019-06-07,Motor Gasoline,234913
2019-06-14,Crude Oil,1956659
2019-06-14,Distillate Fuel Oil,127821
2019-06-14,Motor Gasoline,233221
2019-06-21,Crude Oil,1944746
2019-06-21,Distillate Fuel Oil,125380
2019-06-21,Motor Gasoline,232225
2019-06-28,Crude Oil,1947311
2019-06-28,Distillate Fuel Oil,126788
2019-06-28,Motor Gasoline,230642
2019-07-05,Crude Oil,1943744
2019-07-05,Distillate Fuel Oil,130517
2019-07-05,Motor Gasoline,229187
2019-07-12,Crude Oil,1955723
2019-07-12,Distillate Fuel Oil,136203
2019-07-12,Motor Gasoline,232752
2019-07-19,Crude Oil,1949275
2019-07-19,Distillate Fuel Oil,136816
2019-07-19,Motor Gasoline,232526
2019-07-26,Crude Oil,1939201
2019-07-26,Distillate Fuel Oil,135922
2019-07-26,Motor Gasoline,230735
2019-08-02,Crude Oil,1949593
2019-08-02,Distillate Fuel Oil,137451
2019-08-02,Motor Gasoline,235172
2019-08-09,Crude Oil,1952156
2019-08-09,Distillate Fuel Oil,135513
2019-08-09,Motor Gasoline,233760
2019-08-16,Crude Oil,1956040
2019-08-16,Distillate Fuel Oil,138123
2019-08-16,Motor Gasoline,234072
2019-08-23,Crude Oil,1944745
2019-08-23,Distillate Fuel Oil,136060
2019-08-23,Motor Gasoline,231982
2019-08-30,Crude Oil,1939751
2019-08-30,Distillate Fuel Oil,133522
2019-08-30,Motor Gasoline,229586
2019-09-06,Crude Oil,1936711
2019-09-06,Distillate Fuel Oil,136226
2019-09-06,Motor Gasoline,228904
2019-09-13,Crude Oil,1937486
2019-09-13,Distillate Fuel Oil,136663
2019-09-13,Motor Gasoline,229685
2019-09-20,Crude Oil,1938057
2019-09-20,Distillate Fuel Oil,133685
2019-09-20,Motor Gasoline,230204
2019-09-27,Crude Oil,1937129
2019-09-27,Distillate Fuel Oil,131267
2019-09-27,Motor Gasoline,229976
2019-10-04,Crude Oil,1928598
2019-10-04,Distillate Fuel Oil,127324
2019-10-04,Motor Gasoline,228763
2019-10-11,Crude Oil,1925506
2019-10-11,Distillate Fuel Oil,123501
2019-10-11,Motor Gasoline,226201
2019-10-18,Crude Oil,1915434
2019-10-18,Distillate Fuel Oil,120786
2019-10-18,Motor Gasoline,223094
2019-10-25,Crude Oil,1912184
2019-10-25,Distillate Fuel Oil,119754
2019-10-25,Motor Gasoline,220057
2019-11-01,Crude Oil,1915746
2019-11-01,Distillate Fuel Oil,119132
2019-11-01,Motor Gasoline,217229
2019-11-08,Crude Oil,1908337
2019-11-08,Distillate Fuel Oil,116655
2019-11-08,Motor Gasoline,219090
2019-11-15,Crude Oil,1901096
2019-11-15,Distillate Fuel Oil,115681
2019-11-15,Motor Gasoline,220846
2019-11-22,Crude Oil,1899719
2019-11-22,Distillate Fuel Oil,116406
2019-11-22,Motor Gasoline,225978
2019-11-29,Crude Oil,1893656
2019-11-29,Distillate Fuel Oil,119469
2019-11-29,Motor Gasoline,229363
2019-12-06,Crude Oil,1910619
2019-12-06,Distillate Fuel Oil,123587
2019-12-06,Motor Gasoline,234768
2019-12-13,Crude Oil,1909607
2019-12-13,Distillate Fuel Oil,125096
2019-12-13,Motor Gasoline,237297
2019-12-20,Crude Oil,1899160
2019-12-20,Distillate Fuel Oil,124944
2019-12-20,Motor Gasoline,239260
2019-12-27,Crude Oil,1896039
2019-12-27,Distillate Fuel Oil,133720
2019-12-27,Motor Gasoline,242472
2020-01-03,Crude Oil,1910701
2020-01-03,Distillate Fuel Oil,139050
2020-01-03,Motor Gasoline,251609
2020-01-10,Crude Oil,1925131
2020-01-10,Distillate Fuel Oil,147221
2020-01-10,Motor Gasoline,258287
2020-01-17,Crude Oil,1923437
2020-01-17,Distillate Fuel Oil,146036
2020-01-17,Motor Gasoline,260032
2020-01-24,Crude Oil,1924716
2020-01-24,Distillate Fuel Oil,144747
2020-01-24,Motor Gasoline,261235
2020-01-31,Crude Oil,1924005
2020-01-31,Distillate Fuel Oil,143235
2020-01-31,Motor Gasoline,261144
2020-02-07,Crude Oil,1923009
2020-02-07,Distillate Fuel Oil,141222
2020-02-07,Motor Gasoline,261049
2020-02-14,Crude Oil,1921936
2020-02-14,Distillate Fuel Oil,140587
2020-02-14,Motor Gasoline,259078
2020-02-21,Crude Oil,1919976
2020-02-21,Distillate Fuel Oil,138472
2020-02-21,Motor Gasoline,256387
2020-02-28,Crude Oil,1908160
2020-02-28,Distillate Fuel Oil,134464
2020-02-28,Motor Gasoline,252048
2020-03-06,Crude Oil,1900480
2020-03-06,Distillate Fuel Oil,128060
2020-03-06,Motor Gasoline,246999
2020-03-13,Crude Oil,1892950
